"placekey","parent_placekey","safegraph_brand_ids","location_name","brands","store_id","top_category","sub_category","naics_code","latitude","longitude","street_address","city","region","postal_code","open_hours","category_tags","opened_on","closed_on","tracking_closed_on","geometry_type","polygon_wkt","polygon_class","enclosed","phone_number","is_synthetic","includes_parking_lot","iso_country_code","wkt_area_sq_meters","domains","website"
"222-222@39v-qv9-y7q","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1352544","Postal Service","Postal Service","491110","62.68488","-164.645372","500 Anderson St","Alakanuk","AK","99554","{ ""Mon"": [[""9:30"", ""13:00""], [""14:00"", ""16:30""]], ""Tue"": [[""9:30"", ""13:00""], [""14:00"", ""16:30""]], ""Wed"": [[""9:30"", ""13:00""], [""14:00"", ""16:30""]], ""Thu"": [[""9:30"", ""13:00""], [""14:00"", ""16:30""]], ""Fri"": [[""9:30"", ""13:00""], [""14:00"", ""16:30""]], ""Sat"": [[""11:00"", ""14:30""]], ""Sun"": [] }","","","","","POLYGON","POLYGON ((-164.645527905827 62.6848827943039, -164.645294260974 62.684942105159, -164.645216509425 62.6848776086699, -164.645450154278 62.6848182976855, -164.645527905827 62.6848827943039))","OWNED_POLYGON","false","19072383717","false","false","US","112","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1352544"
"222-222@39v-qw5-5s5","","","Emmonak School","","","Elementary and Secondary Schools","Elementary and Secondary Schools","611110","62.775799","-164.524683","General Delivery","Emmonak","AK","99581","","","","","","POLYGON","POLYGON ((-164.52430582801804 62.775785199999994, -164.52432499780932 62.77572975146009, -164.52438063071037 62.7756797306096, -164.52446728098528 62.775640033837895, -164.52457646670135 62.77561454694156, -164.5246975 62.7756057647556, -164.52481853329866 62.77561454694156, -164.52492771901473 62.775640033837895, -164.52501436928964 62.7756797306096, -164.5250700021907 62.77572975146009, -164.52508917198196 62.775785199999994, -164.5250700021907 62.7758406485399, -164.52501436928964 62.775890669390385, -164.52492771901473 62.77593036616209, -164.52481853329866 62.77595585305843, -164.5246975 62.775964635244385, -164.52457646670135 62.77595585305843, -164.52446728098528 62.77593036616209, -164.52438063071037 62.775890669390385, -164.52432499780932 62.7758406485399, -164.52430582801804 62.775785199999994))","OWNED_POLYGON","false","","true","","US","1236","[]",""
"222-222@39v-qx5-975","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1362571","Postal Service","Postal Service","491110","62.776997","-164.525434","9998 Kwiguk St","Emmonak","AK","99581","{ ""Mon"": [[""8:00"", ""12:00""]], ""Tue"": [[""8:00"", ""12:00""]], ""Wed"": [[""8:00"", ""12:00""]], ""Thu"": [[""8:00"", ""12:00""]], ""Fri"": [[""8:00"", ""12:00""]], ""Sat"": [[""10:00"", ""12:00""]], ""Sun"": [] }","","","","","POLYGON","POLYGON ((-164.52502781201403 62.7769913, -164.52504698258858 62.77693585146979, -164.52510261776285 62.776885830628046, -164.52518927157834 62.77684613386327, -164.52529846175585 62.7768206469714, -164.5254195 62.77681186478698, -164.52554053824414 62.7768206469714, -164.52564972842166 62.77684613386327, -164.52573638223714 62.776885830628046, -164.52579201741142 62.77693585146979, -164.52581118798597 62.7769913, -164.52579201741142 62.77704674853021, -164.52573638223714 62.77709676937195, -164.52564972842166 62.777136466136724, -164.52554053824414 62.777161953028596, -164.5254195 62.77717073521302, -164.52529846175585 62.777161953028596, -164.52518927157834 62.777136466136724, -164.52510261776285 62.77709676937195, -164.52504698258858 62.77704674853021, -164.52502781201403 62.7769913))","OWNED_POLYGON","false","19079491929","true","","US","1236","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1362571"
"222-222@39v-xgy-5xq","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1375170","Postal Service","Postal Service","491110","64.497107","-165.405534","113 W Front St","Nome","AK","99762","","","","","","POLYGON","POLYGON ((-165.40513737606167 64.497084, -165.40515774261686 64.4970285649877, -165.40521684866212 64.49697855634064, -165.40530890848592 64.49693886925363, -165.4054249106313 64.49691338857527, -165.4055535 64.49690460853186, -165.4056820893687 64.49691338857527, -165.40579809151407 64.49693886925363, -165.40589015133787 64.49697855634064, -165.40594925738313 64.4970285649877, -165.40596962393832 64.497084, -165.40594925738313 64.4971394350123, -165.40589015133787 64.49718944365937, -165.40579809151407 64.49722913074638, -165.4056820893687 64.49725461142474, -165.4055535 64.49726339146814, -165.4054249106313 64.49725461142474, -165.40530890848592 64.49722913074638, -165.40521684866212 64.49718944365937, -165.40515774261686 64.4971394350123, -165.40513737606167 64.497084))","OWNED_POLYGON","false","19074432401","true","","US","1236","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1375170"
"222-222@39w-32d-yvz","","SG_BRAND_b43fa926d19a5168","USPS Collection Point","USPS Collection Point","9977800000","Couriers and Express Delivery Services","Couriers and Express Delivery Services","492110","65.263492","-166.362791","100 Main St","Teller","AK","99778","","Mail Boxes,Couriers,Packing Services,Packing Supplies","","","","POINT","","","","","","","US","","[""usps.com""]","https://tools.usps.com/find-location.htm?location=9977800000"
"222-222@39w-9k6-kzz","zzw-222@39w-9k6-hnq","SG_BRAND_b43fa926d19a5168","USPS Collection Point","USPS Collection Point","9973900000","Couriers and Express Delivery Services","Couriers and Express Delivery Services","492110","64.617358","-162.260543","1 Main St","Elim","AK","99739","","Mail Boxes,Couriers,Packing Services,Packing Supplies","","","","POINT","","","","","","","US","","[""usps.com""]","https://tools.usps.com/find-location.htm?location=9973900000"
"222-222@39w-b7v-fvf","zzw-222@39w-b7v-6p9","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1387508","Postal Service","Postal Service","491110","64.680732","-163.406454","100 Main St","White Mountain","AK","99784","{ ""Mon"": [[""9:00"", ""16:30""]], ""Tue"": [[""9:00"", ""16:30""]], ""Wed"": [[""9:00"", ""16:30""]], ""Thu"": [[""9:00"", ""16:30""]], ""Fri"": [[""9:00"", ""16:30""]], ""Sat"": [], ""Sun"": [] }","","","","","POLYGON","POLYGON ((-163.40656808137567 64.68081413159828, -163.40638032674462 64.6808152786733, -163.4063776445356 64.68072121835951, -163.40657076358468 64.68072236543846, -163.40656808137567 64.68081413159828))","SHARED_POLYGON","false","19076383541","false","false","US","94","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1387508"
"222-222@39w-xm4-nkf","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1380146","Postal Service","Postal Service","491110","61.783921","-161.334823","500 Ayak Loop","Russian Mission","AK","99657","{ ""Mon"": [[""9:30"", ""12:30""], [""13:30"", ""16:30""]], ""Tue"": [[""9:30"", ""12:30""], [""13:30"", ""16:30""]], ""Wed"": [[""9:30"", ""12:30""], [""13:30"", ""16:30""]], ""Thu"": [[""9:30"", ""12:30""], [""13:30"", ""16:30""]], ""Fri"": [[""9:30"", ""12:30""], [""13:30"", ""16:30""]], ""Sat"": [[""14:00"", ""15:30""]], ""Sun"": [] }","","","","","POLYGON","POLYGON ((-161.3344210046088 61.78391, -161.33443955396356 61.783854543391556, -161.33449338628773 61.78380451526234, -161.33457723209835 61.783764812714196, -161.33468288398333 61.78373932210917, -161.3348 61.78373053864528, -161.33491711601667 61.78373932210917, -161.33502276790165 61.783764812714196, -161.33510661371227 61.78380451526234, -161.33516044603644 61.783854543391556, -161.3351789953912 61.78391, -161.33516044603644 61.78396545660844, -161.33510661371227 61.78401548473766, -161.33502276790165 61.7840551872858, -161.33491711601667 61.78408067789083, -161.3348 61.78408946135472, -161.33468288398333 61.78408067789083, -161.33457723209835 61.7840551872858, -161.33449338628773 61.78401548473766, -161.33443955396356 61.78396545660844, -161.3344210046088 61.78391))","OWNED_POLYGON","false","19075845610","true","","US","1236","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1380146"
"222-222@39x-23t-snq","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1371965","Postal Service","Postal Service","491110","61.878817","-162.084877","200 Yukon Ave","Marshall","AK","99585","{ ""Mon"": [[""10:00"", ""12:00""], [""13:00"", ""17:00""]], ""Tue"": [[""10:00"", ""12:00""], [""13:00"", ""17:00""]], ""Wed"": [[""10:00"", ""12:00""], [""13:00"", ""17:00""]], ""Thu"": [[""10:00"", ""12:00""], [""13:00"", ""17:00""]], ""Fri"": [[""10:00"", ""12:00""], [""13:00"", ""17:00""]], ""Sat"": [[""12:00"", ""16:00""]], ""Sun"": [] }","","","","","POLYGON","POLYGON ((-162.0844739322993 61.878811, -162.08449253903095 61.878755544171824, -162.08454653786941 61.8787055167465, -162.0846306430321 61.87866581475697, -162.08473662171977 61.87864032451059, -162.0848541 61.878631541170286, -162.08497157828023 61.87864032451059, -162.0850775569679 61.87866581475697, -162.0851616621306 61.8787055167465, -162.08521566096906 61.878755544171824, -162.0852342677007 61.878811, -162.08521566096906 61.878866455828174, -162.0851616621306 61.8789164832535, -162.0850775569679 61.87895618524303, -162.08497157828023 61.878981675489406, -162.0848541 61.87899045882971, -162.08473662171977 61.878981675489406, -162.0846306430321 61.87895618524303, -162.08454653786941 61.8789164832535, -162.08449253903095 61.878866455828174, -162.0844739322993 61.878811))","OWNED_POLYGON","false","19076796613","true","","US","1236","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1371965"
"222-222@39x-fj7-p5f","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1368653","Postal Service","Postal Service","491110","61.538513","-160.322285","9998 Kalskag Rd","Kalskag","AK","99607","{ ""Mon"": [[""9:30"", ""12:00""], [""14:00"", ""16:30""]], ""Tue"": [[""9:30"", ""12:00""], [""14:00"", ""16:30""]], ""Wed"": [[""9:30"", ""12:00""], [""14:00"", ""16:30""]], ""Thu"": [[""9:30"", ""12:00""], [""14:00"", ""16:30""]], ""Fri"": [[""9:30"", ""12:00""], [""14:00"", ""16:30""]], ""Sat"": [[""11:30"", ""14:30""]], ""Sun"": [] }","","","","","POLYGON","POLYGON ((-160.32189069764493 61.538535499999995, -160.32190910051008 61.53848004136614, -160.32196250770482 61.53843001140977, -160.32204569136087 61.5383903074116, -160.32215050888234 61.538364815875596, -160.3222667 61.53835603209091, -160.32238289111766 61.538364815875596, -160.32248770863913 61.5383903074116, -160.32257089229518 61.53843001140977, -160.32262429948992 61.53848004136614, -160.32264270235507 61.538535499999995, -160.32262429948992 61.53859095863385, -160.32257089229518 61.53864098859022, -160.32248770863913 61.538680692588386, -160.32238289111766 61.53870618412439, -160.3222667 61.53871496790908, -160.32215050888234 61.53870618412439, -160.32204569136087 61.538680692588386, -160.32196250770482 61.53864098859022, -160.32190910051008 61.53859095863385, -160.32189069764493 61.538535499999995))","OWNED_POLYGON","false","19074712221","true","","US","1236","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1368653"
"222-222@39x-s8g-yy9","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1374378","Postal Service","Postal Service","491110","60.69647","-161.981376","50 Maraq Rd","Napakiak","AK","99634","{ ""Mon"": [[""9:30"", ""17:00""]], ""Tue"": [[""9:30"", ""17:00""]], ""Wed"": [[""9:30"", ""17:00""]], ""Thu"": [[""9:30"", ""17:00""]], ""Fri"": [[""9:30"", ""17:00""]], ""Sat"": [[""10:00"", ""15:00""]], ""Sun"": [] }","","","","","POLYGON","POLYGON ((-161.9814355401988 60.696518735170365, -161.981293383121 60.696508889407816, -161.98132154631566 60.69642355933924, -161.9814543156619 60.69643209235626, -161.9814355401988 60.696518735170365))","OWNED_POLYGON","false","19075892912","false","false","US","73","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1374378"
"222-222@39x-sgt-rkz","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1352526","Postal Service","Postal Service","491110","60.910066","-161.436036","500 Phillips St","Akiachak","AK","99551","{ ""Mon"": [[""10:00"", ""12:00""]], ""Tue"": [[""10:00"", ""12:00""]], ""Wed"": [[""10:00"", ""12:00""]], ""Thu"": [[""10:00"", ""12:00""]], ""Fri"": [[""10:00"", ""12:00""]], ""Sat"": [[""10:00"", ""12:00""]], ""Sun"": [] }","","","","","POLYGON","POLYGON ((-161.43565992148396 60.9100683, -161.43567796100055 60.91001283612711, -161.43573031371676 60.909962801444536, -161.43581185498397 60.909923093695625, -161.43591460297478 60.909897599751496, -161.4360285 60.90988881513703, -161.4361423970252 60.909897599751496, -161.43624514501602 60.909923093695625, -161.43632668628322 60.909962801444536, -161.43637903899943 60.91001283612711, -161.43639707851602 60.9100683, -161.43637903899943 60.91012376387289, -161.43632668628322 60.91017379855546, -161.43624514501602 60.91021350630437, -161.4361423970252 60.9102390002485, -161.4360285 60.91024778486297, -161.43591460297478 60.9102390002485, -161.43581185498397 60.91021350630437, -161.43573031371676 60.91017379855546, -161.43567796100055 60.91012376387289, -161.43565992148396 60.9100683))","OWNED_POLYGON","false","19078254012","true","","US","1236","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1352526"
"222-222@39x-sn7-y35","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1352527","Postal Service","Postal Service","491110","60.910895","-161.223008","250 Off Doops St","Akiak","AK","99552","{ ""Mon"": [[""10:00"", ""12:00""], [""13:00"", ""17:00""]], ""Tue"": [[""10:00"", ""12:00""], [""13:00"", ""17:00""]], ""Wed"": [[""10:00"", ""12:00""], [""13:00"", ""17:00""]], ""Thu"": [[""10:00"", ""12:00""], [""13:00"", ""17:00""]], ""Fri"": [[""10:00"", ""12:00""], [""13:00"", ""17:00""]], ""Sat"": [[""10:30"", ""14:30""]], ""Sun"": [] }","","","","","POLYGON","POLYGON ((-161.2226283120316 60.9108871, -161.22264635201083 60.91083163613398, -161.22269870606962 60.91078160145761, -161.22278024942798 60.91074189371361, -161.22288300005383 60.910716399772646, -161.2229969 60.91070761515927, -161.22311079994617 60.910716399772646, -161.223213550572 60.91074189371361, -161.22329509393037 60.91078160145761, -161.22334744798917 60.91083163613398, -161.2233654879684 60.9108871, -161.22334744798917 60.910942563866016, -161.22329509393037 60.910992598542386, -161.223213550572 60.91103230628638, -161.22311079994617 60.91105780022735, -161.2229969 60.911066584840725, -161.22288300005383 60.91105780022735, -161.22278024942798 60.91103230628638, -161.22269870606962 60.910992598542386, -161.22264635201083 60.910942563866016, -161.2226283120316 60.9108871))","OWNED_POLYGON","false","19077657415","true","","US","1236","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1352527"
"222-222@39x-sr9-w8v","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1354814","Postal Service","Postal Service","491110","60.785528","-161.794013","1484 Chief Eddy Hoffman Hwy","Bethel","AK","99559","{ ""Mon"": [[""7:00"", ""19:00""]], ""Tue"": [[""7:00"", ""19:00""]], ""Wed"": [[""7:00"", ""19:00""]], ""Thu"": [[""7:00"", ""19:00""]], ""Fri"": [[""7:00"", ""19:00""]], ""Sat"": [[""7:00"", ""14:00""]], ""Sun"": [] }","","","","","POLYGON","POLYGON ((-161.79465260880312 60.78531896262097, -161.79447290079912 60.78566981061269, -161.79421272652468 60.78563708241775, -161.79410007374605 60.78589890704138, -161.79364678042253 60.78584523316788, -161.7939445056232 60.785237795747356, -161.79465260880312 60.78531896262097))","OWNED_POLYGON","false","19075432525","false","false","US","2321","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1354814"
"222-222@39x-vhm-gx5","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1375670","Postal Service","Postal Service","491110","60.896699","-162.459266","9998 Nunapitchuk Rd","Nunapitchuk","AK","99641","{ ""Mon"": [[""9:30"", ""16:30""]], ""Tue"": [[""9:30"", ""16:30""]], ""Wed"": [[""9:30"", ""16:30""]], ""Thu"": [[""9:30"", ""16:30""]], ""Fri"": [[""9:30"", ""16:30""]], ""Sat"": [[""9:00"", ""12:30""]], ""Sun"": [] }","","","","","POLYGON","POLYGON ((-162.459390456935 60.8966963258817, -162.459351264841 60.8967700070199, -162.459141195213 60.8967025966169, -162.459197631829 60.8966320508463, -162.459390456935 60.8966963258817))","OWNED_POLYGON","false","19075275702","false","false","US","107","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1375670"
"222-222@39y-7tg-7wk","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1365474","Postal Service","Postal Service","491110","62.906802","-160.067753","1 Postal Way","Grayling","AK","99590","","","","","","POLYGON","POLYGON ((-160.067882419733 62.9067571086692, -160.067878999495 62.9068490135871, -160.067622652594 62.9068470347693, -160.067626072832 62.9067551298453, -160.067882419733 62.9067571086692))","OWNED_POLYGON","false","19074535155","false","false","US","134","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1365474"
"222-222@39y-bvf-td9","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1367273","Postal Service","Postal Service","491110","62.197404","-159.771631","100 4th St","Holy Cross","AK","99602","","","","","","POLYGON","POLYGON ((-159.771513408 62.1974600744756, -159.771551996454 62.1973355235427, -159.771748644978 62.1973487782123, -159.771710056524 62.1974733290906, -159.771651611363 62.1974693897368, -159.771642550693 62.1974963117412, -159.771554054505 62.1974898322333, -159.771562945813 62.1974634134513, -159.771513408 62.1974600744756))","OWNED_POLYGON","false","19074767133","false","false","US","159","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1367273"
"222-222@39y-k2g-d9z","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1381300","Postal Service","Postal Service","491110","62.655158","-159.528755","500 Main St","Shageluk","AK","99665","","","","","","POLYGON","POLYGON ((-159.52889552149583 62.65521905024029, -159.5286045018177 62.65521597009901, -159.52861388954926 62.65509522830891, -159.5289075914364 62.65509954052415, -159.52889552149583 62.65521905024029))","OWNED_POLYGON","false","19074738240","false","false","US","201","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1381300"
"222-222@39y-k6r-4gk","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1353173","Postal Service","Postal Service","491110","62.65332","-160.198982","9998 Main St","Anvik","AK","99558","{ ""Mon"": [[""9:00"", ""13:00""], [""14:00"", ""16:00""]], ""Tue"": [[""9:00"", ""13:00""], [""14:00"", ""16:00""]], ""Wed"": [[""9:00"", ""13:00""], [""14:00"", ""16:00""]], ""Thu"": [[""9:00"", ""13:00""], [""14:00"", ""16:00""]], ""Fri"": [[""9:00"", ""13:00""], [""14:00"", ""16:00""]], ""Sat"": [[""9:00"", ""12:00""], [""13:00"", ""15:30""]], ""Sun"": [] }","","","","","POLYGON","POLYGON ((-160.1986164452276 62.653329, -160.198635535867 62.65327355047446, -160.19869093906038 62.65322352873481, -160.1987772315572 62.65318383125747, -160.1988859664466 62.653158343908096, -160.1990065 62.653149561566025, -160.1991270335534 62.653158343908096, -160.1992357684428 62.65318383125747, -160.1993220609396 62.65322352873481, -160.199377464133 62.65327355047446, -160.1993965547724 62.653329, -160.199377464133 62.65338444952554, -160.1993220609396 62.653434471265186, -160.1992357684428 62.65347416874253, -160.1991270335534 62.6534996560919, -160.1990065 62.653508438433974, -160.1988859664466 62.6534996560919, -160.1987772315572 62.65347416874253, -160.19869093906038 62.653434471265186, -160.198635535867 62.65338444952554, -160.1986164452276 62.653329))","OWNED_POLYGON","false","19076636325","true","","US","1236","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1353173"
"222-222@39y-nsw-7bk","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1377504","Postal Service","Postal Service","491110","61.937354","-162.886902","4 Building Airport Rd","Pilot Station","AK","99650","{ ""Mon"": [[""10:00"", ""13:00""]], ""Tue"": [[""10:00"", ""13:00""]], ""Wed"": [[""10:00"", ""13:00""]], ""Thu"": [[""10:00"", ""13:00""]], ""Fri"": [[""10:00"", ""13:00""]], ""Sat"": [[""10:00"", ""14:00""]], ""Sun"": [] }","","","","","POLYGON","POLYGON ((-162.88698949306047 61.93728201341839, -162.88699686913526 61.93742270518513, -162.8868151494745 61.93742396699175, -162.8868077733997 61.937284537043205, -162.88698949306047 61.93728201341839))","OWNED_POLYGON","false","19075493348","false","false","US","149","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1377504"
"222-222@39y-p4c-ndv","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1380407","Postal Service","Postal Service","491110","62.048097","-163.192118","101 Alstrom St","Saint Marys","AK","99658","{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [[""8:45"", ""13:30""]], ""Sun"": [] }","","","","","POLYGON","POLYGON ((-163.19234894419765 62.04819531809635, -163.1920713355646 62.04824372134811, -163.19188914511955 62.047998947638156, -163.19216138933456 62.047952429854305, -163.19234894419765 62.04819531809635))","OWNED_POLYGON","false","19074382314","false","false","US","442","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1380407"
"222-222@39z-7y7-6x5","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1369253","Postal Service","Postal Service","491110","66.908244","-156.884844","9998 Airport Rd","Kobuk","AK","99751","{ ""Mon"": [[""9:00"", ""12:00""], [""13:00"", ""16:00""]], ""Tue"": [[""9:00"", ""12:00""], [""13:00"", ""16:00""]], ""Wed"": [[""9:00"", ""12:00""], [""13:00"", ""16:00""]], ""Thu"": [[""9:00"", ""12:00""], [""13:00"", ""16:00""]], ""Fri"": [[""9:00"", ""12:00""], [""13:00"", ""16:00""]], ""Sat"": [], ""Sun"": [] }","","","","","POLYGON","POLYGON ((-156.88441233384538 66.90824599999999, -156.88443468957223 66.90819058284406, -156.88449956841845 66.90814059030545, -156.88460061959057 66.90810091600218, -156.88472795149576 66.90807544353149, -156.8848691 66.90806666631626, -156.88501024850424 66.90807544353149, -156.88513758040943 66.90810091600218, -156.88523863158156 66.90814059030545, -156.88530351042778 66.90819058284406, -156.88532586615463 66.90824599999999, -156.88530351042778 66.90830141715593, -156.88523863158156 66.90835140969453, -156.88513758040943 66.9083910839978, -156.88501024850424 66.9084165564685, -156.8848691 66.90842533368372, -156.88472795149576 66.9084165564685, -156.88460061959057 66.9083910839978, -156.88449956841845 66.90835140969453, -156.88443468957223 66.90830141715593, -156.88441233384538 66.90824599999999))","OWNED_POLYGON","false","19079482227","true","","US","1236","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1369253"
"222-222@39z-86b-pvz","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1381603","Postal Service","Postal Service","491110","66.887311","-157.145047","9998 Shungnak Rd","Shungnak","AK","99773","{ ""Mon"": [[""9:00"", ""11:30""], [""13:00"", ""16:30""]], ""Tue"": [[""9:00"", ""11:30""], [""13:00"", ""16:30""]], ""Wed"": [[""9:00"", ""11:30""], [""13:00"", ""16:30""]], ""Thu"": [[""9:00"", ""11:30""], [""13:00"", ""16:30""]], ""Fri"": [[""9:00"", ""11:30""], [""13:00"", ""16:30""]], ""Sat"": [[""12:00"", ""15:30""]], ""Sun"": [] }","","","","","POLYGON","POLYGON ((-157.145202824951 66.8872992987181, -157.145110589084 66.887367487267, -157.144891697114 66.8873218639497, -157.144983932981 66.8872536752737, -157.145202824951 66.8872992987181))","OWNED_POLYGON","false","19074372158","false","false","US","94","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1381603"
"222-222@39z-jpv-snq","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1367584","Postal Service","Postal Service","491110","66.045923","-154.260128","110 Front St","Hughes","AK","99745","{ ""Mon"": [[""10:00"", ""17:00""]], ""Tue"": [[""10:00"", ""17:00""]], ""Wed"": [[""10:00"", ""17:00""]], ""Thu"": [[""10:00"", ""17:00""]], ""Fri"": [[""10:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","","","","","POLYGON","POLYGON ((-154.25967204224466 66.0459204, -154.25969363893643 66.04586497661109, -154.25975631497704 66.04581497844964, -154.25985393519895 66.04577529968407, -154.2599769438547 66.04574982434838, -154.2601133 66.04574104614595, -154.2602496561453 66.04574982434838, -154.26037266480105 66.04577529968407, -154.26047028502296 66.04581497844964, -154.26053296106357 66.04586497661109, -154.26055455775534 66.0459204, -154.26053296106357 66.04597582338891, -154.26047028502296 66.04602582155036, -154.26037266480105 66.04606550031593, -154.2602496561453 66.04609097565162, -154.2601133 66.04609975385405, -154.2599769438547 66.04609097565162, -154.25985393519895 66.04606550031593, -154.25975631497704 66.04602582155036, -154.25969363893643 66.04597582338891, -154.25967204224466 66.0459204))","OWNED_POLYGON","false","19078892218","true","","US","1236","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1367584"
"222-222@39z-n4x-y35","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1352701","Postal Service","Postal Service","491110","66.533359","-152.657497","21 Allakaket Rd","Allakaket","AK","99720","{ ""Mon"": [[""10:00"", ""13:00""], [""14:00"", ""17:00""]], ""Tue"": [[""10:00"", ""13:00""], [""14:00"", ""17:00""]], ""Wed"": [[""10:00"", ""13:00""], [""14:00"", ""17:00""]], ""Thu"": [[""10:00"", ""13:00""], [""14:00"", ""17:00""]], ""Fri"": [[""10:00"", ""13:00""], [""14:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","","","","","POLYGON","POLYGON ((-152.65706082028825 66.5333778, -152.6570828389686 66.53332238015598, -152.65714673966778 66.53327238519243, -152.65724626734013 66.53323270896472, -152.65737167952364 66.53320723525844, -152.6575107 66.53319845761747, -152.65764972047634 66.53320723525844, -152.65777513265985 66.53323270896472, -152.6578746603322 66.53327238519243, -152.6579385610314 66.53332238015598, -152.65796057971173 66.5333778, -152.6579385610314 66.53343321984401, -152.6578746603322 66.53348321480756, -152.65777513265985 66.53352289103528, -152.65764972047634 66.53354836474155, -152.6575107 66.53355714238252, -152.65737167952364 66.53354836474155, -152.65724626734013 66.53352289103528, -152.65714673966778 66.53348321480756, -152.6570828389686 66.53343321984401, -152.65706082028825 66.5333778))","OWNED_POLYGON","false","19079682212","true","","US","1236","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1352701"
